label                                                                   backgroundColor                                data
"St. Kitts and Nevis  (Latin America & Caribbean)"                      "rgba(149,244,250,0.3)"                        [{x:0.01,y:0.214,r:3}]
"Korea, Rep.  (East Asia & Pacific)"                                    "rgba(255,192,226,0.3)"                        [{x:3.89,y:0.501,r:3}]
"Kuwait  (Middle East & North Africa)"                                  "rgba(82,238,65,0.3)"                          [{x:1000000000,y:29.788,r:3}]
"Lao PDR  (East Asia & Pacific)"                                        "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.038,r:3}]
"Lebanon  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:1000000000,y:1.43,r:3}]
"Liberia  (Sub-Saharan Africa)"                                         "rgba(255,85,0,0.3)"                           [{x:0.19,y:0.147,r:3}]
"Libya  (Middle East & North Africa)"                                   "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.483,r:3}]
"St. Lucia  (Latin America & Caribbean)"                                "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.163,r:3}]
"Sri Lanka  (South Asia)"                                               "rgba(155,155,155,0.3)"                        [{x:1.4,y:0.228,r:3}]
"Luxembourg  (Europe & Central Asia)"                                   "rgba(201,192,255,0.3)"                        [{x:0.7,y:36.685,r:3}]
"Morocco  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:2.03,y:0.295,r:3}]
"Madagascar  (Sub-Saharan Africa)"                                      "rgba(255,85,0,0.3)"                           [{x:0.67,y:0.078,r:3}]
"Mexico  (Latin America & Caribbean)"                                   "rgba(149,244,250,0.3)"                        [{x:13.05,y:1.653,r:3}]
"Mali  (Sub-Saharan Africa)"                                            "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.022,r:3}]
"Malta  (Middle East & North Africa)"                                   "rgba(82,238,65,0.3)"                          [{x:1000000000,y:1.044,r:3}]
"Myanmar  (East Asia & Pacific)"                                        "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.126,r:3}]
"Mongolia  (East Asia & Pacific)"                                       "rgba(255,192,226,0.3)"                        [{x:1000000000,y:1.354,r:3}]
"Mozambique  (Sub-Saharan Africa)"                                      "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.251,r:3}]
"Mauritania  (Sub-Saharan Africa)"                                      "rgba(255,85,0,0.3)"                           [{x:0.09,y:0.042,r:3}]
"Mauritius  (Sub-Saharan Africa)"                                       "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.272,r:3}]
"New Caledonia  (East Asia & Pacific)"                                  "rgba(255,192,226,0.3)"                        [{x:1000000000,y:10.908,r:3}]
"Niger  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:0.44,y:0.008,r:3}]
"Nigeria  (Sub-Saharan Africa)"                                         "rgba(255,85,0,0.3)"                           [{x:4.19,y:0.075,r:3}]
"Nicaragua  (Latin America & Caribbean)"                                "rgba(149,244,250,0.3)"                        [{x:0.22,y:0.299,r:3}]
"Netherlands  (Europe & Central Asia)"                                  "rgba(201,192,255,0.3)"                        [{x:12.27,y:6.399,r:3}]
"Norway  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:5.16,y:3.658,r:3}]
"Nepal  (South Asia)"                                                   "rgba(155,155,155,0.3)"                        [{x:0.5,y:0.008,r:3}]
"New Zealand  (East Asia & Pacific)"                                    "rgba(255,192,226,0.3)"                        [{x:5.48,y:4.867,r:3}]
"Pakistan  (South Asia)"                                                "rgba(155,155,155,0.3)"                        [{x:3.7,y:0.315,r:3}]
"Panama  (Latin America & Caribbean)"                                   "rgba(149,244,250,0.3)"                        [{x:0.53,y:0.88,r:3}]
"Peru  (Latin America & Caribbean)"                                     "rgba(149,244,250,0.3)"                        [{x:2.57,y:0.812,r:3}]
"Philippines  (East Asia & Pacific)"                                    "rgba(255,192,226,0.3)"                        [{x:6.68,y:0.317,r:3}]
"Palau  (East Asia & Pacific)"                                          "rgba(255,192,226,0.3)"                        [{x:1000000000,y:1.521,r:3}]
"Papua New Guinea  (East Asia & Pacific)"                               "rgba(255,192,226,0.3)"                        [{x:0.23,y:0.091,r:3}]
"Poland  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:1000000000,y:6.74,r:3}]
"Portugal  (Europe & Central Asia)"                                     "rgba(201,192,255,0.3)"                        [{x:3.19,y:0.928,r:3}]
"Paraguay  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.159,r:3}]
"Qatar  (Middle East & North Africa)"                                   "rgba(82,238,65,0.3)"                          [{x:1000000000,y:3.72,r:3}]
"Romania  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:1000000000,y:2.903,r:3}]
"Rwanda  (Sub-Saharan Africa)"                                          "rgba(255,85,0,0.3)"                           [{x:0.11,y:0.036,r:3}]
"Saudi Arabia  (Middle East & North Africa)"                            "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.655,r:3}]
"Sudan  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:1.3,y:0.129,r:3}]
"Senegal  (Sub-Saharan Africa)"                                         "rgba(255,85,0,0.3)"                           [{x:0.79,y:0.26,r:3}]
"Singapore  (East Asia & Pacific)"                                      "rgba(255,192,226,0.3)"                        [{x:0.7,y:0.846,r:3}]
"Solomon Islands  (East Asia & Pacific)"                                "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.093,r:3}]
"Sierra Leone  (Sub-Saharan Africa)"                                    "rgba(255,85,0,0.3)"                           [{x:0.32,y:0.327,r:3}]
"El Salvador  (Latin America & Caribbean)"                              "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.224,r:3}]
"Sao Tome and Principe  (Sub-Saharan Africa)"                           "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.171,r:3}]
"Suriname  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:0.09,y:1.492,r:3}]
"Sweden  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:14.84,y:6.576,r:3}]
"Swaziland  (Sub-Saharan Africa)"                                       "rgba(255,85,0,0.3)"                           [{x:0.03,y:0.094,r:3}]
"Syrian Arab Republic  (Middle East & North Africa)"                    "rgba(82,238,65,0.3)"                          [{x:0.85,y:0.701,r:3}]
"Chad  (Sub-Saharan Africa)"                                            "rgba(255,85,0,0.3)"                           [{x:0.31,y:0.018,r:3}]
"Togo  (Sub-Saharan Africa)"                                            "rgba(255,85,0,0.3)"                           [{x:0.12,y:0.041,r:3}]
"Thailand  (East Asia & Pacific)"                                       "rgba(255,192,226,0.3)"                        [{x:2.76,y:0.135,r:3}]
"Tonga  (East Asia & Pacific)"                                          "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.178,r:3}]
"Trinidad and Tobago  (Latin America & Caribbean)"                      "rgba(149,244,250,0.3)"                        [{x:0.53,y:3.042,r:3}]
"Tunisia  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.413,r:3}]
"Turkey  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:13.99,y:0.61,r:3}]
"Tanzania  (Sub-Saharan Africa)"                                        "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.082,r:3}]
"Uganda  (Sub-Saharan Africa)"                                          "rgba(255,85,0,0.3)"                           [{x:0.42,y:0.062,r:3}]
"Uruguay  (Latin America & Caribbean)"                                  "rgba(149,244,250,0.3)"                        [{x:1.24,y:1.701,r:3}]
"United States  (North America)"                                        "rgba(247,255,0,0.3)"                          [{x:543.3,y:15.999,r:3}]
"St. Vincent and the Grenadines  (Latin America & Caribbean)"           "rgba(149,244,250,0.3)"                        [{x:0.01,y:0.135,r:3}]
"Venezuela, RB  (Latin America & Caribbean)"                            "rgba(149,244,250,0.3)"                        [{x:8.73,y:7.005,r:3}]
"Vietnam  (East Asia & Pacific)"                                        "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.215,r:3}]
"Samoa  (East Asia & Pacific)"                                          "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.135,r:3}]
"Yemen, Rep.  (Middle East & North Africa)"                             "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.703,r:3}]
"South Africa  (Sub-Saharan Africa)"                                    "rgba(255,85,0,0.3)"                           [{x:7.36,y:5.629,r:3}]
"Afghanistan  (South Asia)"                                             "rgba(155,155,155,0.3)"                        [{x:0.54,y:0.053,r:3}]
"Angola  (Sub-Saharan Africa)"                                          "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.084,r:3}]
"Albania  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:1000000000,y:1.374,r:3}]
"United Arab Emirates  (Middle East & North Africa)"                    "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.108,r:3}]
"Argentina  (Latin America & Caribbean)"                                "rgba(149,244,250,0.3)"                        [{x:1000000000,y:2.442,r:3}]
"Antigua and Barbuda  (Latin America & Caribbean)"                      "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.86,r:3}]
"Australia  (East Asia & Pacific)"                                      "rgba(255,192,226,0.3)"                        [{x:19.63,y:8.641,r:3}]
"Austria  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:7.31,y:4.496,r:3}]
"Belgium  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:12.4,y:10.103,r:3}]
"Benin  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:0.23,y:0.052,r:3}]
"Burkina Faso  (Sub-Saharan Africa)"                                    "rgba(255,85,0,0.3)"                           [{x:0.35,y:0.018,r:3}]
"Bulgaria  (Europe & Central Asia)"                                     "rgba(201,192,255,0.3)"                        [{x:1000000000,y:3.269,r:3}]
"Bahrain  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:1000000000,y:10.547,r:3}]
"Bahamas, The  (Latin America & Caribbean)"                             "rgba(149,244,250,0.3)"                        [{x:0.19,y:4.746,r:3}]
"Belize  (Latin America & Caribbean)"                                   "rgba(149,244,250,0.3)"                        [{x:0.02,y:0.387,r:3}]
"Bermuda  (North America)"                                              "rgba(247,255,0,0.3)"                          [{x:0.08,y:3.868,r:3}]
"Bolivia  (Latin America & Caribbean)"                                  "rgba(149,244,250,0.3)"                        [{x:0.61,y:0.276,r:3}]
"Brazil  (Latin America & Caribbean)"                                   "rgba(149,244,250,0.3)"                        [{x:15.23,y:0.658,r:3}]
"Barbados  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.838,r:3}]
"Brunei Darussalam  (East Asia & Pacific)"                              "rgba(255,192,226,0.3)"                        [{x:1000000000,y:3.552,r:3}]
"Canada  (North America)"                                               "rgba(247,255,0,0.3)"                          [{x:40.76,y:10.627,r:3}]
"Switzerland  (Europe & Central Asia)"                                  "rgba(201,192,255,0.3)"                        [{x:10.71,y:3.751,r:3}]
"Chile  (Latin America & Caribbean)"                                    "rgba(149,244,250,0.3)"                        [{x:4.52,y:1.838,r:3}]
"China  (East Asia & Pacific)"                                          "rgba(255,192,226,0.3)"                        [{x:50.05,y:0.836,r:3}]
"Cote d'Ivoire  (Sub-Saharan Africa)"                                   "rgba(255,85,0,0.3)"                           [{x:0.61,y:0.153,r:3}]
"Cameroon  (Sub-Saharan Africa)"                                        "rgba(255,85,0,0.3)"                           [{x:0.65,y:0.051,r:3}]
"Congo, Dem. Rep.  (Sub-Saharan Africa)"                                "rgba(255,85,0,0.3)"                           [{x:3.08,y:0.15,r:3}]
"Congo, Rep.  (Sub-Saharan Africa)"                                     "rgba(255,85,0,0.3)"                           [{x:0.15,y:0.257,r:3}]
"Colombia  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:4.55,y:1.072,r:3}]
"Comoros  (Sub-Saharan Africa)"                                         "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.057,r:3}]
"Cabo Verde  (Sub-Saharan Africa)"                                      "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.106,r:3}]
"Costa Rica  (Latin America & Caribbean)"                               "rgba(149,244,250,0.3)"                        [{x:0.49,y:0.355,r:3}]
"Cuba  (Latin America & Caribbean)"                                     "rgba(149,244,250,0.3)"                        [{x:1000000000,y:1.671,r:3}]
"Cayman Islands  (Latin America & Caribbean)"                           "rgba(149,244,250,0.3)"                        [{x:1000000000,y:1.37,r:3}]
"Cyprus  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:1000000000,y:1.501,r:3}]
"Djibouti  (Middle East & North Africa)"                                "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.497,r:3}]
"Dominica  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.18,r:3}]
"Denmark  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:6.93,y:6.881,r:3}]
"Dominican Republic  (Latin America & Caribbean)"                       "rgba(149,244,250,0.3)"                        [{x:0.65,y:0.302,r:3}]
"Algeria  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:2.43,y:0.531,r:3}]
"Ecuador  (Latin America & Caribbean)"                                  "rgba(149,244,250,0.3)"                        [{x:0.97,y:0.352,r:3}]
"Egypt, Arab Rep.  (Middle East & North Africa)"                        "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.614,r:3}]
"Spain  (Europe & Central Asia)"                                        "rgba(201,192,255,0.3)"                        [{x:13.83,y:1.746,r:3}]
"Ethiopia  (Sub-Saharan Africa)"                                        "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.015,r:3}]
"Finland  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:5.92,y:3.348,r:3}]
"Fiji  (East Asia & Pacific)"                                           "rgba(255,192,226,0.3)"                        [{x:0.11,y:0.414,r:3}]
"France  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:68.34,y:5.927,r:3}]
"Faroe Islands  (Europe & Central Asia)"                                "rgba(201,192,255,0.3)"                        [{x:1000000000,y:3.273,r:3}]
"Gabon  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:0.16,y:0.327,r:3}]
"United Kingdom  (Europe & Central Asia)"                               "rgba(201,192,255,0.3)"                        [{x:76.69,y:11.154,r:3}]
"Ghana  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:1.3,y:0.195,r:3}]
"Gibraltar  (Europe & Central Asia)"                                    "rgba(201,192,255,0.3)"                        [{x:1000000000,y:2.355,r:3}]
"Guinea  (Sub-Saharan Africa)"                                          "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.169,r:3}]
"Gambia, The  (Sub-Saharan Africa)"                                     "rgba(255,85,0,0.3)"                           [{x:1000000000,y:0.058,r:3}]
"Greece  (Europe & Central Asia)"                                       "rgba(201,192,255,0.3)"                        [{x:5.01,y:1.169,r:3}]
"Grenada  (Latin America & Caribbean)"                                  "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.2,r:3}]
"Greenland  (Europe & Central Asia)"                                    "rgba(201,192,255,0.3)"                        [{x:1000000000,y:8.705,r:3}]
"Guatemala  (Latin America & Caribbean)"                                "rgba(149,244,250,0.3)"                        [{x:1.07,y:0.332,r:3}]
"Guyana  (Latin America & Caribbean)"                                   "rgba(149,244,250,0.3)"                        [{x:0.18,y:1.266,r:3}]
"Honduras  (Latin America & Caribbean)"                                 "rgba(149,244,250,0.3)"                        [{x:0.35,y:0.356,r:3}]
"Haiti  (Latin America & Caribbean)"                                    "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.075,r:3}]
"Hungary  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:1000000000,y:4.883,r:3}]
"Indonesia  (East Asia & Pacific)"                                      "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.288,r:3}]
"India  (South Asia)"                                                   "rgba(155,155,155,0.3)"                        [{x:39.92,y:0.284,r:3}]
"Ireland  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:2.08,y:4.377,r:3}]
"Iran, Islamic Rep.  (Middle East & North Africa)"                      "rgba(82,238,65,0.3)"                          [{x:4.42,y:1.625,r:3}]
"Iraq  (Middle East & North Africa)"                                    "rgba(82,238,65,0.3)"                          [{x:1.83,y:1.166,r:3}]
"Iceland  (Europe & Central Asia)"                                      "rgba(201,192,255,0.3)"                        [{x:0.25,y:6.103,r:3}]
"Israel  (Middle East & North Africa)"                                  "rgba(82,238,65,0.3)"                          [{x:3.13,y:3.235,r:3}]
"Italy  (Europe & Central Asia)"                                        "rgba(201,192,255,0.3)"                        [{x:44.84,y:2.464,r:3}]
"Jamaica  (Latin America & Caribbean)"                                  "rgba(149,244,250,0.3)"                        [{x:0.74,y:1.287,r:3}]
"Jordan  (Middle East & North Africa)"                                  "rgba(82,238,65,0.3)"                          [{x:1000000000,y:1.055,r:3}]
"Japan  (East Asia & Pacific)"                                          "rgba(255,192,226,0.3)"                        [{x:53.5,y:2.981,r:3}]
"Kenya  (Sub-Saharan Africa)"                                           "rgba(255,85,0,0.3)"                           [{x:0.79,y:0.287,r:3}]
"Cambodia  (East Asia & Pacific)"                                       "rgba(255,192,226,0.3)"                        [{x:0.64,y:0.048,r:3}]
"St. Kitts and Nevis  (Latin America & Caribbean)"                      "rgba(149,244,250,0.3)"                        [{x:0.01,y:0.429,r:3}]
"Korea, Rep.  (East Asia & Pacific)"                                    "rgba(255,192,226,0.3)"                        [{x:2.35,y:0.561,r:3}]
"Kuwait  (Middle East & North Africa)"                                  "rgba(82,238,65,0.3)"                          [{x:1000000000,y:33.877,r:3}]
"Lao PDR  (East Asia & Pacific)"                                        "rgba(255,192,226,0.3)"                        [{x:1000000000,y:0.052,r:3}]
"Lebanon  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:1000000000,y:1.439,r:3}]
"Liberia  (Sub-Saharan Africa)"                                         "rgba(255,85,0,0.3)"                           [{x:0.18,y:0.14,r:3}]
"Libya  (Middle East & North Africa)"                                   "rgba(82,238,65,0.3)"                          [{x:1000000000,y:0.805,r:3}]
"St. Lucia  (Latin America & Caribbean)"                                "rgba(149,244,250,0.3)"                        [{x:1000000000,y:0.201,r:3}]
"Sri Lanka  (South Asia)"                                               "rgba(155,155,155,0.3)"                        [{x:1.44,y:0.229,r:3}]
"Luxembourg  (Europe & Central Asia)"                                   "rgba(201,192,255,0.3)"                        [{x:0.7,y:36.583,r:3}]
"Morocco  (Middle East & North Africa)"                                 "rgba(82,238,65,0.3)"                          [{x:2.02,y:0.297,r:3}]
